drug_row,drug_col,cell_line_name,study_name,tissue_name,synergy_loewe
Dasatinib,MK-5108,SW-620,ONEIL,large_intestine,4.54144464775176
Dinaciclib,MK-5108,SW-620,ONEIL,large_intestine,-5.34851158623192
Erlotinib,MK-5108,SW-620,ONEIL,large_intestine,5.921891498776592
MK-5108,geldanamycin,SW-620,ONEIL,large_intestine,0.47578585602873696
MK-2206,MK-5108,SW-620,ONEIL,large_intestine,0.8878951390585675
MK-5108,Niraparib,SW-620,ONEIL,large_intestine,8.606729471152008
Deforolimus,MK-5108,SW-620,ONEIL,large_intestine,6.69219175347093
891494-63-6,MK-5108,SW-620,ONEIL,large_intestine,-9.646506444701405
Eloxatin (TN),MK-5108,SW-620,ONEIL,large_intestine,0.5938619253060963
391210-10-9,MK-5108,SW-620,ONEIL,large_intestine,-3.07248561288552
7-Ethyl-10-hydroxycamptothecin,MK-5108,SW-620,ONEIL,large_intestine,-5.165339078686415
MK-5108,Sorafenib,SW-620,ONEIL,large_intestine,5.00494523288448
MK-5108,topotecan,SW-620,ONEIL,large_intestine,2.4230395701170777
915019-65-7,Deforolimus,SW-620,ONEIL,large_intestine,24.2494026903545
Deforolimus,Dinaciclib,SW-620,ONEIL,large_intestine,-2.00306263628121
Deforolimus,geldanamycin,SW-620,ONEIL,large_intestine,3.8042223111463698
891494-63-6,Deforolimus,SW-620,ONEIL,large_intestine,-14.8074797861601
Deforolimus,Eloxatin (TN),SW-620,ONEIL,large_intestine,-0.2509984639731595
7-Ethyl-10-hydroxycamptothecin,Deforolimus,SW-620,ONEIL,large_intestine,2.1022101156727704
Deforolimus,Sorafenib,SW-620,ONEIL,large_intestine,8.416693155969885
Deforolimus,topotecan,SW-620,ONEIL,large_intestine,3.9105481537300806
5-Fluorouracil,MRK003,SW-620,ONEIL,large_intestine,-0.29970946821536126
MRK003,Veliparib,SW-620,ONEIL,large_intestine,2.8286910028460346
MK-1775,MRK003,SW-620,ONEIL,large_intestine,-34.662911936588
915019-65-7,MRK003,SW-620,ONEIL,large_intestine,-22.769897407206102
Bortezomib,MRK003,SW-620,ONEIL,large_intestine,1.2063774642204335
Carboplatinum,MRK003,SW-620,ONEIL,large_intestine,-1.2392757601321
MRK003,cyclophosphamide,SW-620,ONEIL,large_intestine,-1.334777747153963
Dasatinib,MRK003,SW-620,ONEIL,large_intestine,14.1259016788552
MRK003,dexamethasone,SW-620,ONEIL,large_intestine,2.723050377846036
Dinaciclib,MRK003,SW-620,ONEIL,large_intestine,-3.8408787585994975
MRK003,doxorubicin,SW-620,ONEIL,large_intestine,-15.107927779411899
Erlotinib,MRK003,SW-620,ONEIL,large_intestine,1.95244253064809
MRK003,etoposide,SW-620,ONEIL,large_intestine,-9.225448437232293
MRK003,geldanamycin,SW-620,ONEIL,large_intestine,-15.7055966086413
MRK003,gemcitabine,SW-620,ONEIL,large_intestine,-21.8785279411982
L-778123 free base,MRK003,SW-620,ONEIL,large_intestine,-8.858662316221736
Lapatinib,MRK003,SW-620,ONEIL,large_intestine,3.7845737972731714
MRK003,metformin,SW-620,ONEIL,large_intestine,1.0230229927126273
MRK003,methotrexate,SW-620,ONEIL,large_intestine,-25.4427843382426
MRK003,mitomycin C,SW-620,ONEIL,large_intestine,-21.4847039846549
MK-2206,MRK003,SW-620,ONEIL,large_intestine,1.9865100421047348
MRK003,Niraparib,SW-620,ONEIL,large_intestine,-2.2195466162552524
MK-5108,MRK003,SW-620,ONEIL,large_intestine,-3.60835527134817
Deforolimus,MRK003,SW-620,ONEIL,large_intestine,-4.120278092681723
891494-63-6,MRK003,SW-620,ONEIL,large_intestine,0.7409451963554363
Eloxatin (TN),MRK003,SW-620,ONEIL,large_intestine,-19.3902899101642
MRK003,paclitaxel,SW-620,ONEIL,large_intestine,-9.999898689002984
391210-10-9,MRK003,SW-620,ONEIL,large_intestine,-20.1895432103805
7-Ethyl-10-hydroxycamptothecin,MRK003,SW-620,ONEIL,large_intestine,-13.162526493226501
MRK003,Sorafenib,SW-620,ONEIL,large_intestine,3.0634725858486602
MRK003,Sunitinib,SW-620,ONEIL,large_intestine,-24.82051151134109
MRK003,temozolomide,SW-620,ONEIL,large_intestine,2.73548027621382
MRK003,topotecan,SW-620,ONEIL,large_intestine,-7.335801233138222
MRK003,vinblastine,SW-620,ONEIL,large_intestine,-28.4482778135467
MRK003,vinorelbine,SW-620,ONEIL,large_intestine,-16.5368199466023
MRK003,Vorinostat,SW-620,ONEIL,large_intestine,-16.0190086473184
Dinaciclib,Eloxatin (TN),SW-620,ONEIL,large_intestine,-4.14950249038187
891494-63-6,Eloxatin (TN),SW-620,ONEIL,large_intestine,-9.145394910667298
Eloxatin (TN),Sorafenib,SW-620,ONEIL,large_intestine,-6.60181513429565
Veliparib,paclitaxel,SW-620,ONEIL,large_intestine,-29.8224013528342
MK-1775,paclitaxel,SW-620,ONEIL,large_intestine,2.92038418908923
915019-65-7,paclitaxel,SW-620,ONEIL,large_intestine,2.59698243729349
Bortezomib,paclitaxel,SW-620,ONEIL,large_intestine,-2.852382872374745
Dasatinib,paclitaxel,SW-620,ONEIL,large_intestine,-5.653435188749545
Dinaciclib,paclitaxel,SW-620,ONEIL,large_intestine,-1.97908645521199
Erlotinib,paclitaxel,SW-620,ONEIL,large_intestine,-3.134999611446543
geldanamycin,paclitaxel,SW-620,ONEIL,large_intestine,2.6303171850506604
L-778123 free base,paclitaxel,SW-620,ONEIL,large_intestine,3.54229062517894
Lapatinib,paclitaxel,SW-620,ONEIL,large_intestine,-34.8552692363716
MK-2206,paclitaxel,SW-620,ONEIL,large_intestine,2.3162894357246495
Niraparib,paclitaxel,SW-620,ONEIL,large_intestine,-0.3840381748652055
MK-5108,paclitaxel,SW-620,ONEIL,large_intestine,4.71067351574818
Deforolimus,paclitaxel,SW-620,ONEIL,large_intestine,2.98904381586253
891494-63-6,paclitaxel,SW-620,ONEIL,large_intestine,-33.187543166937196
391210-10-9,paclitaxel,SW-620,ONEIL,large_intestine,5.34471180281792
Sorafenib,paclitaxel,SW-620,ONEIL,large_intestine,1.9007667723773176
Sunitinib,paclitaxel,SW-620,ONEIL,large_intestine,6.753311816554961
paclitaxel,temozolomide,SW-620,ONEIL,large_intestine,0.4184255229465857
Vorinostat,paclitaxel,SW-620,ONEIL,large_intestine,-1.0659561461183158
391210-10-9,Veliparib,SW-620,ONEIL,large_intestine,-20.1589088805635
391210-10-9,915019-65-7,SW-620,ONEIL,large_intestine,5.763903087153163
391210-10-9,Bortezomib,SW-620,ONEIL,large_intestine,-2.113635167074049
391210-10-9,Dasatinib,SW-620,ONEIL,large_intestine,-19.1833396304112
391210-10-9,Dinaciclib,SW-620,ONEIL,large_intestine,-3.5197580741617696
391210-10-9,geldanamycin,SW-620,ONEIL,large_intestine,2.35009008767049
391210-10-9,Deforolimus,SW-620,ONEIL,large_intestine,-4.985556797587467
391210-10-9,891494-63-6,SW-620,ONEIL,large_intestine,-19.628883963020797
391210-10-9,Eloxatin (TN),SW-620,ONEIL,large_intestine,0.688308259481168
391210-10-9,7-Ethyl-10-hydroxycamptothecin,SW-620,ONEIL,large_intestine,-0.9012472907453499
391210-10-9,Sorafenib,SW-620,ONEIL,large_intestine,4.16553435832694
391210-10-9,topotecan,SW-620,ONEIL,large_intestine,5.707384140294135
7-Ethyl-10-hydroxycamptothecin,Dinaciclib,SW-620,ONEIL,large_intestine,-2.64111780456959
7-Ethyl-10-hydroxycamptothecin,891494-63-6,SW-620,ONEIL,large_intestine,-65.9909913118064
7-Ethyl-10-hydroxycamptothecin,Sorafenib,SW-620,ONEIL,large_intestine,2.78131094464478
Dinaciclib,Sorafenib,SW-620,ONEIL,large_intestine,-2.965495756096012
891494-63-6,Sorafenib,SW-620,ONEIL,large_intestine,1.8707277272728784
Sunitinib,Veliparib,SW-620,ONEIL,large_intestine,-20.841527902596297
MK-1775,Sunitinib,SW-620,ONEIL,large_intestine,-5.390082120915315
915019-65-7,Sunitinib,SW-620,ONEIL,large_intestine,7.254160613389975
Bortezomib,Sunitinib,SW-620,ONEIL,large_intestine,-1.5801392817809508
Dasatinib,Sunitinib,SW-620,ONEIL,large_intestine,8.86280218600469
Dinaciclib,Sunitinib,SW-620,ONEIL,large_intestine,-1.1872876310906424
Erlotinib,Sunitinib,SW-620,ONEIL,large_intestine,-4.813871520282443
Sunitinib,geldanamycin,SW-620,ONEIL,large_intestine,1.4955767028094
Lapatinib,Sunitinib,SW-620,ONEIL,large_intestine,-14.2382866820043
MK-2206,Sunitinib,SW-620,ONEIL,large_intestine,-9.079461297181595
Niraparib,Sunitinib,SW-620,ONEIL,large_intestine,-2.95631489903247
MK-5108,Sunitinib,SW-620,ONEIL,large_intestine,4.49233377441496
Deforolimus,Sunitinib,SW-620,ONEIL,large_intestine,11.674607417008396
891494-63-6,Sunitinib,SW-620,ONEIL,large_intestine,-7.7429031795327
Eloxatin (TN),Sunitinib,SW-620,ONEIL,large_intestine,-4.16156509071584
391210-10-9,Sunitinib,SW-620,ONEIL,large_intestine,3.12149310655172
7-Ethyl-10-hydroxycamptothecin,Sunitinib,SW-620,ONEIL,large_intestine,2.2759668818102403
Sorafenib,Sunitinib,SW-620,ONEIL,large_intestine,-2.67676896274171
Sunitinib,temozolomide,SW-620,ONEIL,large_intestine,-5.43823326636989
Sunitinib,topotecan,SW-620,ONEIL,large_intestine,3.69678830022612
Veliparib,temozolomide,SW-620,ONEIL,large_intestine,1.3342757905459797
MK-1775,temozolomide,SW-620,ONEIL,large_intestine,-4.14321255318883
915019-65-7,temozolomide,SW-620,ONEIL,large_intestine,-10.403482071906694
Bortezomib,temozolomide,SW-620,ONEIL,large_intestine,-8.429433733195491
Dasatinib,temozolomide,SW-620,ONEIL,large_intestine,8.893100696198577
Dinaciclib,temozolomide,SW-620,ONEIL,large_intestine,-5.84374574695515
Erlotinib,temozolomide,SW-620,ONEIL,large_intestine,6.8304833466228105
geldanamycin,temozolomide,SW-620,ONEIL,large_intestine,-5.178458739609789
Lapatinib,temozolomide,SW-620,ONEIL,large_intestine,-1.0411874698625
MK-2206,temozolomide,SW-620,ONEIL,large_intestine,3.31445467092336
Niraparib,temozolomide,SW-620,ONEIL,large_intestine,3.535855298182415
MK-5108,temozolomide,SW-620,ONEIL,large_intestine,2.8247743511572474
Deforolimus,temozolomide,SW-620,ONEIL,large_intestine,2.9811278170078097
891494-63-6,temozolomide,SW-620,ONEIL,large_intestine,3.431731837952336
Eloxatin (TN),temozolomide,SW-620,ONEIL,large_intestine,-7.56021420345853
391210-10-9,temozolomide,SW-620,ONEIL,large_intestine,-4.0574626279525425
7-Ethyl-10-hydroxycamptothecin,temozolomide,SW-620,ONEIL,large_intestine,-8.822298707082414
Sorafenib,temozolomide,SW-620,ONEIL,large_intestine,-8.304771084480041
temozolomide,topotecan,SW-620,ONEIL,large_intestine,-1.2705845287317805
915019-65-7,topotecan,SW-620,ONEIL,large_intestine,3.80589199364817
Dinaciclib,topotecan,SW-620,ONEIL,large_intestine,-1.8615733327140194
891494-63-6,topotecan,SW-620,ONEIL,large_intestine,-12.709325832300188
Sorafenib,topotecan,SW-620,ONEIL,large_intestine,2.176998967085256
Veliparib,vinblastine,SW-620,ONEIL,large_intestine,-78.688765317237
MK-1775,vinblastine,SW-620,ONEIL,large_intestine,-4.437313153823985
915019-65-7,vinblastine,SW-620,ONEIL,large_intestine,2.4075973792098866
Bortezomib,vinblastine,SW-620,ONEIL,large_intestine,-3.14801350048696
Dasatinib,vinblastine,SW-620,ONEIL,large_intestine,-40.725860086017704
Dinaciclib,vinblastine,SW-620,ONEIL,large_intestine,-6.847877601465488
Erlotinib,vinblastine,SW-620,ONEIL,large_intestine,-5.472376660417956
geldanamycin,vinblastine,SW-620,ONEIL,large_intestine,-5.5186956836840375
L-778123 free base,vinblastine,SW-620,ONEIL,large_intestine,5.3216507197198
Lapatinib,vinblastine,SW-620,ONEIL,large_intestine,-73.5286754265322
MK-2206,vinblastine,SW-620,ONEIL,large_intestine,-27.0599080587237
Niraparib,vinblastine,SW-620,ONEIL,large_intestine,-7.963770356624442
MK-5108,vinblastine,SW-620,ONEIL,large_intestine,-6.604183487747205
Deforolimus,vinblastine,SW-620,ONEIL,large_intestine,-6.28347848693762
891494-63-6,vinblastine,SW-620,ONEIL,large_intestine,-73.7857279847124
391210-10-9,vinblastine,SW-620,ONEIL,large_intestine,0.2576944126376495
Sorafenib,vinblastine,SW-620,ONEIL,large_intestine,5.006519903780723
Sunitinib,vinblastine,SW-620,ONEIL,large_intestine,1.675245639565673
temozolomide,vinblastine,SW-620,ONEIL,large_intestine,-18.139184648429598
Vorinostat,vinblastine,SW-620,ONEIL,large_intestine,-7.940842049461227
Veliparib,vinorelbine,SW-620,ONEIL,large_intestine,-38.261918118607774
MK-1775,vinorelbine,SW-620,ONEIL,large_intestine,0.3444042758285548
915019-65-7,vinorelbine,SW-620,ONEIL,large_intestine,4.01928761756964
Bortezomib,vinorelbine,SW-620,ONEIL,large_intestine,-1.3796580245130126
Dasatinib,vinorelbine,SW-620,ONEIL,large_intestine,-10.810668865479997
Dinaciclib,vinorelbine,SW-620,ONEIL,large_intestine,-0.4405327965315078
Erlotinib,vinorelbine,SW-620,ONEIL,large_intestine,-0.7878374747087075
geldanamycin,vinorelbine,SW-620,ONEIL,large_intestine,-0.176281927685528
Lapatinib,vinorelbine,SW-620,ONEIL,large_intestine,-39.28249561725
MK-2206,vinorelbine,SW-620,ONEIL,large_intestine,-17.285096896220402
Niraparib,vinorelbine,SW-620,ONEIL,large_intestine,-4.37808531786175
MK-5108,vinorelbine,SW-620,ONEIL,large_intestine,-4.3749629439802105
Deforolimus,vinorelbine,SW-620,ONEIL,large_intestine,1.602018209525991
891494-63-6,vinorelbine,SW-620,ONEIL,large_intestine,-36.1560920050358
391210-10-9,vinorelbine,SW-620,ONEIL,large_intestine,2.5596226444305876
Sorafenib,vinorelbine,SW-620,ONEIL,large_intestine,0.6801374406738098
Sunitinib,vinorelbine,SW-620,ONEIL,large_intestine,6.52316971118217
temozolomide,vinorelbine,SW-620,ONEIL,large_intestine,-6.42409265390867
Vorinostat,vinorelbine,SW-620,ONEIL,large_intestine,-2.047242874548141
Veliparib,Vorinostat,SW-620,ONEIL,large_intestine,-47.0393152082326
MK-1775,Vorinostat,SW-620,ONEIL,large_intestine,-1.8072306043684563
915019-65-7,Vorinostat,SW-620,ONEIL,large_intestine,-1.960317278661879
Bortezomib,Vorinostat,SW-620,ONEIL,large_intestine,0.8958680782740988
Dasatinib,Vorinostat,SW-620,ONEIL,large_intestine,-5.73967918172164
Dinaciclib,Vorinostat,SW-620,ONEIL,large_intestine,-14.3337066228984
Erlotinib,Vorinostat,SW-620,ONEIL,large_intestine,-5.19085420781142
Vorinostat,geldanamycin,SW-620,ONEIL,large_intestine,-6.75960002722117
Vorinostat,gemcitabine,SW-620,ONEIL,large_intestine,-5.07019158300633
Lapatinib,Vorinostat,SW-620,ONEIL,large_intestine,-24.4432878855492
MK-2206,Vorinostat,SW-620,ONEIL,large_intestine,-4.169187626042239
Niraparib,Vorinostat,SW-620,ONEIL,large_intestine,-5.39613187296163
MK-5108,Vorinostat,SW-620,ONEIL,large_intestine,1.7100799510354214
Deforolimus,Vorinostat,SW-620,ONEIL,large_intestine,0.31010019977748304
891494-63-6,Vorinostat,SW-620,ONEIL,large_intestine,-25.8506538995975
Eloxatin (TN),Vorinostat,SW-620,ONEIL,large_intestine,-5.661410915270853
391210-10-9,Vorinostat,SW-620,ONEIL,large_intestine,-7.53360012023234
7-Ethyl-10-hydroxycamptothecin,Vorinostat,SW-620,ONEIL,large_intestine,-2.2288254096198337
Sorafenib,Vorinostat,SW-620,ONEIL,large_intestine,-4.396710286499547
Sunitinib,Vorinostat,SW-620,ONEIL,large_intestine,-6.291328737399075
Vorinostat,temozolomide,SW-620,ONEIL,large_intestine,-8.25131668682415
Vorinostat,topotecan,SW-620,ONEIL,large_intestine,1.82587129431157
5-Fluorouracil,Veliparib,SW837,ONEIL,large_intestine,-14.94175210039149
5-Fluorouracil,MK-1775,SW837,ONEIL,large_intestine,-7.218491976611491
5-Fluorouracil,915019-65-7,SW837,ONEIL,large_intestine,-6.230548617595173
5-Fluorouracil,Bortezomib,SW837,ONEIL,large_intestine,-4.73450969924455
5-Fluorouracil,Dasatinib,SW837,ONEIL,large_intestine,3.68515675006124
5-Fluorouracil,Dinaciclib,SW837,ONEIL,large_intestine,-10.9852765402255
5-Fluorouracil,Erlotinib,SW837,ONEIL,large_intestine,2.829289787460345
5-Fluorouracil,geldanamycin,SW837,ONEIL,large_intestine,-1.0441087558789302
5-Fluorouracil,L-778123 free base,SW837,ONEIL,large_intestine,-3.3833489430864967
5-Fluorouracil,Lapatinib,SW837,ONEIL,large_intestine,2.6788561365826595
5-Fluorouracil,MK-2206,SW837,ONEIL,large_intestine,-1.6269093661259748
5-Fluorouracil,Niraparib,SW837,ONEIL,large_intestine,-9.39726368623371
5-Fluorouracil,MK-5108,SW837,ONEIL,large_intestine,-10.48378323190571
5-Fluorouracil,Deforolimus,SW837,ONEIL,large_intestine,1.45230071045985
5-Fluorouracil,891494-63-6,SW837,ONEIL,large_intestine,-6.269121127160715
391210-10-9,5-Fluorouracil,SW837,ONEIL,large_intestine,-7.147930083646415
5-Fluorouracil,Sorafenib,SW837,ONEIL,large_intestine,-12.889951326661995
5-Fluorouracil,Sunitinib,SW837,ONEIL,large_intestine,-7.841394099884033
5-Fluorouracil,temozolomide,SW837,ONEIL,large_intestine,-35.8228835573317
5-Fluorouracil,Vorinostat,SW837,ONEIL,large_intestine,-1.9479267682925219
915019-65-7,Veliparib,SW837,ONEIL,large_intestine,-35.1927861263308
Dinaciclib,Veliparib,SW837,ONEIL,large_intestine,-24.140458648232098
Veliparib,geldanamycin,SW837,ONEIL,large_intestine,-4.088110357747265
Deforolimus,Veliparib,SW837,ONEIL,large_intestine,-7.404500739118522
891494-63-6,Veliparib,SW837,ONEIL,large_intestine,-47.2240337821239
Eloxatin (TN),Veliparib,SW837,ONEIL,large_intestine,-14.702621696905656
7-Ethyl-10-hydroxycamptothecin,Veliparib,SW837,ONEIL,large_intestine,-9.970768611730126
Sorafenib,Veliparib,SW837,ONEIL,large_intestine,-0.2315129277049608
Veliparib,topotecan,SW837,ONEIL,large_intestine,-26.4071239855296
MK-1775,Veliparib,SW837,ONEIL,large_intestine,-43.3217833119742
915019-65-7,MK-1775,SW837,ONEIL,large_intestine,9.385940095825925
Bortezomib,MK-1775,SW837,ONEIL,large_intestine,4.513268636274093
Dasatinib,MK-1775,SW837,ONEIL,large_intestine,15.8045350708852
Dinaciclib,MK-1775,SW837,ONEIL,large_intestine,0.31213218722379255
Erlotinib,MK-1775,SW837,ONEIL,large_intestine,12.293970855605508
MK-1775,geldanamycin,SW837,ONEIL,large_intestine,-0.23684414273404852
Lapatinib,MK-1775,SW837,ONEIL,large_intestine,17.0166630817844
MK-1775,MK-2206,SW837,ONEIL,large_intestine,4.763467048585159
MK-1775,Niraparib,SW837,ONEIL,large_intestine,2.5978751647543
MK-1775,MK-5108,SW837,ONEIL,large_intestine,-28.1094943369108
Deforolimus,MK-1775,SW837,ONEIL,large_intestine,12.417586079392116
891494-63-6,MK-1775,SW837,ONEIL,large_intestine,16.0814644820017
Eloxatin (TN),MK-1775,SW837,ONEIL,large_intestine,-2.784939661634384
391210-10-9,MK-1775,SW837,ONEIL,large_intestine,3.78244585318945
7-Ethyl-10-hydroxycamptothecin,MK-1775,SW837,ONEIL,large_intestine,12.869144247465378
MK-1775,Sorafenib,SW837,ONEIL,large_intestine,-10.154000411126809
MK-1775,topotecan,SW837,ONEIL,large_intestine,4.48249438217311
915019-65-7,Dinaciclib,SW837,ONEIL,large_intestine,2.00687455582103
891494-63-6,915019-65-7,SW837,ONEIL,large_intestine,-60.128647342385996
915019-65-7,Eloxatin (TN),SW837,ONEIL,large_intestine,-2.95093764965205
7-Ethyl-10-hydroxycamptothecin,915019-65-7,SW837,ONEIL,large_intestine,5.11257933908266
915019-65-7,Sorafenib,SW837,ONEIL,large_intestine,-11.275423436139294
Bortezomib,Veliparib,SW837,ONEIL,large_intestine,1.3444814721561078
915019-65-7,Bortezomib,SW837,ONEIL,large_intestine,7.1435734936743325
Bortezomib,Dasatinib,SW837,ONEIL,large_intestine,7.107559923321585
Bortezomib,Dinaciclib,SW837,ONEIL,large_intestine,-10.720232752264689
Bortezomib,geldanamycin,SW837,ONEIL,large_intestine,-4.25181658076953
Bortezomib,Deforolimus,SW837,ONEIL,large_intestine,6.90440637926884
891494-63-6,Bortezomib,SW837,ONEIL,large_intestine,-61.13706335739898
Bortezomib,Eloxatin (TN),SW837,ONEIL,large_intestine,3.13666096232303
7-Ethyl-10-hydroxycamptothecin,Bortezomib,SW837,ONEIL,large_intestine,-0.63731239083103
Bortezomib,Sorafenib,SW837,ONEIL,large_intestine,-3.9066382837723603
Bortezomib,topotecan,SW837,ONEIL,large_intestine,4.8453483543923
Carboplatinum,Veliparib,SW837,ONEIL,large_intestine,1.2043001504917417
Carboplatinum,MK-1775,SW837,ONEIL,large_intestine,-62.8650218636643
915019-65-7,Carboplatinum,SW837,ONEIL,large_intestine,-60.8788580405025
Bortezomib,Carboplatinum,SW837,ONEIL,large_intestine,5.656470029390597
Carboplatinum,Dasatinib,SW837,ONEIL,large_intestine,-12.918727973766199
Carboplatinum,Dinaciclib,SW837,ONEIL,large_intestine,-26.9626266262386
Carboplatinum,Erlotinib,SW837,ONEIL,large_intestine,-22.0451657370067
Carboplatinum,geldanamycin,SW837,ONEIL,large_intestine,-11.256046635343694
Carboplatinum,L-778123 free base,SW837,ONEIL,large_intestine,-13.269661349589702
Carboplatinum,Lapatinib,SW837,ONEIL,large_intestine,-15.60741697024149
Carboplatinum,MK-2206,SW837,ONEIL,large_intestine,-2.925044947805975
Carboplatinum,Niraparib,SW837,ONEIL,large_intestine,-17.3731548984873
Carboplatinum,MK-5108,SW837,ONEIL,large_intestine,-1.025850863781692
Carboplatinum,Deforolimus,SW837,ONEIL,large_intestine,0.6341634831100431
891494-63-6,Carboplatinum,SW837,ONEIL,large_intestine,-12.814323965683599
391210-10-9,Carboplatinum,SW837,ONEIL,large_intestine,-37.068476621354904
Carboplatinum,Sorafenib,SW837,ONEIL,large_intestine,-23.694725826399
Carboplatinum,Sunitinib,SW837,ONEIL,large_intestine,-49.034751208356894
Carboplatinum,temozolomide,SW837,ONEIL,large_intestine,-7.376123093737084
Carboplatinum,Vorinostat,SW837,ONEIL,large_intestine,-13.434036126482406
Veliparib,cyclophosphamide,SW837,ONEIL,large_intestine,-7.67348336354842
MK-1775,cyclophosphamide,SW837,ONEIL,large_intestine,-33.5048441801543
915019-65-7,cyclophosphamide,SW837,ONEIL,large_intestine,-36.7106692767139
Bortezomib,cyclophosphamide,SW837,ONEIL,large_intestine,-2.8651205821436307
Dasatinib,cyclophosphamide,SW837,ONEIL,large_intestine,-11.714726893366395
Dinaciclib,cyclophosphamide,SW837,ONEIL,large_intestine,-30.29654922749335
Erlotinib,cyclophosphamide,SW837,ONEIL,large_intestine,-16.9379005387771
cyclophosphamide,geldanamycin,SW837,ONEIL,large_intestine,-6.03100845093213
L-778123 free base,cyclophosphamide,SW837,ONEIL,large_intestine,-5.80970318654248
Lapatinib,cyclophosphamide,SW837,ONEIL,large_intestine,-10.893992150036
MK-2206,cyclophosphamide,SW837,ONEIL,large_intestine,-5.607036718244787
Niraparib,cyclophosphamide,SW837,ONEIL,large_intestine,-8.989250797064194
MK-5108,cyclophosphamide,SW837,ONEIL,large_intestine,-2.5776879117118257
Deforolimus,cyclophosphamide,SW837,ONEIL,large_intestine,-2.301676735370168
891494-63-6,cyclophosphamide,SW837,ONEIL,large_intestine,-17.6438348647404
391210-10-9,cyclophosphamide,SW837,ONEIL,large_intestine,-31.6284246063378
Sorafenib,cyclophosphamide,SW837,ONEIL,large_intestine,-8.107763365131078
Sunitinib,cyclophosphamide,SW837,ONEIL,large_intestine,-18.2484311589307
cyclophosphamide,temozolomide,SW837,ONEIL,large_intestine,-21.9925438810204
Vorinostat,cyclophosphamide,SW837,ONEIL,large_intestine,-12.648091773244595
Dasatinib,Veliparib,SW837,ONEIL,large_intestine,-9.701910038494677
915019-65-7,Dasatinib,SW837,ONEIL,large_intestine,11.08890427634887
Dasatinib,Dinaciclib,SW837,ONEIL,large_intestine,0.8914131659918599
Dasatinib,geldanamycin,SW837,ONEIL,large_intestine,8.681027307740193
Dasatinib,Deforolimus,SW837,ONEIL,large_intestine,8.708083956243122
891494-63-6,Dasatinib,SW837,ONEIL,large_intestine,9.87520498666791
Dasatinib,Eloxatin (TN),SW837,ONEIL,large_intestine,1.07529995397339
7-Ethyl-10-hydroxycamptothecin,Dasatinib,SW837,ONEIL,large_intestine,10.253952128966905
Dasatinib,Sorafenib,SW837,ONEIL,large_intestine,-0.5663484394051013
Dasatinib,topotecan,SW837,ONEIL,large_intestine,6.72103670806412
Veliparib,dexamethasone,SW837,ONEIL,large_intestine,-8.226130623701264
MK-1775,dexamethasone,SW837,ONEIL,large_intestine,-57.9645781735183
915019-65-7,dexamethasone,SW837,ONEIL,large_intestine,-61.3765300358829
Bortezomib,dexamethasone,SW837,ONEIL,large_intestine,-30.918816048622602
Dasatinib,dexamethasone,SW837,ONEIL,large_intestine,-12.909633143366396
Dinaciclib,dexamethasone,SW837,ONEIL,large_intestine,-73.13318719223693
Erlotinib,dexamethasone,SW837,ONEIL,large_intestine,-13.037072413777095
dexamethasone,geldanamycin,SW837,ONEIL,large_intestine,-24.5242345195019
L-778123 free base,dexamethasone,SW837,ONEIL,large_intestine,-6.121203186542482
Lapatinib,dexamethasone,SW837,ONEIL,large_intestine,-6.4648984000359935
MK-2206,dexamethasone,SW837,ONEIL,large_intestine,-12.938818637457997
Niraparib,dexamethasone,SW837,ONEIL,large_intestine,-15.7215206043656
MK-5108,dexamethasone,SW837,ONEIL,large_intestine,7.736415559004527
Deforolimus,dexamethasone,SW837,ONEIL,large_intestine,-2.312593874555213
891494-63-6,dexamethasone,SW837,ONEIL,large_intestine,-11.510226577535194
391210-10-9,dexamethasone,SW837,ONEIL,large_intestine,-34.8078621063378
Sorafenib,dexamethasone,SW837,ONEIL,large_intestine,-13.4089268865456
Sunitinib,dexamethasone,SW837,ONEIL,large_intestine,-26.5129077898497
dexamethasone,temozolomide,SW837,ONEIL,large_intestine,-11.617429217018993
Vorinostat,dexamethasone,SW837,ONEIL,large_intestine,-10.128266274366498
891494-63-6,Dinaciclib,SW837,ONEIL,large_intestine,-6.754001793545529
Veliparib,doxorubicin,SW837,ONEIL,large_intestine,-53.515214162389
MK-1775,doxorubicin,SW837,ONEIL,large_intestine,2.43460271766787
915019-65-7,doxorubicin,SW837,ONEIL,large_intestine,2.2443087674837603
Bortezomib,doxorubicin,SW837,ONEIL,large_intestine,2.2844582836208174
Dasatinib,doxorubicin,SW837,ONEIL,large_intestine,2.5434616677424797
Dinaciclib,doxorubicin,SW837,ONEIL,large_intestine,-4.9281033691991825
Erlotinib,doxorubicin,SW837,ONEIL,large_intestine,6.102256727073575
doxorubicin,geldanamycin,SW837,ONEIL,large_intestine,-5.2749482551399804
L-778123 free base,doxorubicin,SW837,ONEIL,large_intestine,-34.9643028845137
Lapatinib,doxorubicin,SW837,ONEIL,large_intestine,6.794643187308193
MK-2206,doxorubicin,SW837,ONEIL,large_intestine,-16.4605878448013
Niraparib,doxorubicin,SW837,ONEIL,large_intestine,-21.0565598220575
MK-5108,doxorubicin,SW837,ONEIL,large_intestine,-47.1564030651725
Deforolimus,doxorubicin,SW837,ONEIL,large_intestine,-0.14346114298718005
891494-63-6,doxorubicin,SW837,ONEIL,large_intestine,-8.950287396812788
